ID,label
1989,0.0
1203,0.0
2180,0.0
1137,0.0
1403,0.0
606,0.0
1451,0.0
43,0.0
2204,0.0
531,0.0
41,0.0
320,0.0
845,0.0
1025,0.0
2106,0.0
2145,0.0
105,0.0
1052,0.0
856,0.0
616,0.0
1359,0.0
99,0.0
1297,0.0
494,0.0
1077,0.0
757,0.0
1299,0.0
144,0.0
1682,0.0
223,0.0
1661,0.0
59,0.0
1348,0.0
79,0.0
1830,0.0
1695,0.0
125,0.0
1418,0.0
78,0.0
102,0.0
1890,0.0
1157,0.0
1314,0.0
151,0.0
11,0.0
515,0.0
1075,0.0
1708,0.0
1038,0.0
1791,0.0
1521,0.0
159,0.0
286,0.0
712,0.0
541,0.0
937,0.0
2212,0.0
2001,0.0
963,0.0
1630,0.0
369,0.0
1372,0.0
1939,0.0
2026,0.0
1942,0.0
512,0.0
2183,0.0
896,0.0
1692,0.0
1822,0.0
779,0.0
589,0.0
2152,0.0
1542,0.0
2060,0.0
662,0.0
764,0.0
256,0.0
876,0.0
1947,0.0
660,0.0
1680,0.0
1462,0.0
1123,0.0
1011,0.0
613,0.0
1251,0.0
936,0.0
1581,0.0
130,0.0
2169,0.0
1486,0.0
1487,0.0
1899,0.0
1959,0.0
1814,0.0
162,0.0
848,0.0
528,0.0
2040,0.0
1173,0.0
20,0.0
288,0.0
1905,0.0
1057,0.0
1316,0.0
1888,0.0
186,0.0
2149,0.0
1450,0.0
1962,0.0
1582,0.0
1821,0.0
995,0.0
1770,0.0
1908,0.0
277,0.0
2108,0.0
1365,0.0
1853,0.0
1667,0.0
1364,0.0
1701,0.0
278,0.0
1575,0.0
2021,0.0
1024,0.0
1978,0.0
1065,0.0
1498,0.0
1596,0.0
1431,0.0
56,0.0
62,0.0
884,0.0
495,0.0
2096,0.0
1485,0.0
1633,0.0
657,0.0
607,0.0
1207,0.0
2147,0.0
748,0.0
1543,0.0
2007,0.0
1889,0.0
549,0.0
1187,0.0
2039,0.0
272,0.0
2171,0.0
807,0.0
1753,0.0
1072,0.0
1250,0.0
1664,0.0
